id,accession_name,brix_percent,apparent_purity_percent,tiller_number,query_used,sra_uid_count,sra_uids,chosen_uid,srx,srr,srp,prjna,srs,samn,library_name,organism,instrument,title
ss_093,guizhou78-Ⅱ-09,17.83,56.96,7.666666667,PRJNA1303125 library_name=Ss_093,1,41203082,41203082,SRX30883396,SRR35834086,SRP608715,PRJNA1303125,SRS26885951,SAMN50497040,Ss_093,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_094,yunnan75-Ⅱ-28,15.53,43.42,16.33333333,PRJNA1303125 library_name=Ss_094,1,41136198,41136198,SRX30825592,SRR35776233,SRP608715,PRJNA1303125,SRS26835416,SAMN50497041,Ss_094,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_095,yunnan76-Ⅲ-13,14.54,52.16,7.666666667,PRJNA1303125 library_name=Ss_095,1,41203083,41203083,SRX30883397,SRR35834085,SRP608715,PRJNA1303125,SRS26885952,SAMN50497042,Ss_095,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_096,yunnan82-145,16.83,31.6,15,PRJNA1303125 library_name=Ss_096,1,41203084,41203084,SRX30883398,SRR35834084,SRP608715,PRJNA1303125,SRS26885953,SAMN50497043,Ss_096,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_097,yunnan87-26,13.6,37.98,6.666666667,PRJNA1303125 library_name=Ss_097,1,41203085,41203085,SRX30883399,SRR35834083,SRP608715,PRJNA1303125,SRS26885954,SAMN50497044,Ss_097,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_098,yunnan83-159,16.39,47.4,9.333333333,PRJNA1303125 library_name=Ss_098,1,40211214,40211214,SRX30096573,SRR34977680,SRP608715,PRJNA1303125,SRS26161380,SAMN50497045,Ss_098,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_099,guangdong-2,17.47,49.16,14.33333333,PRJNA1303125 library_name=Ss_099,1,41203086,41203086,SRX30883400,SRR35834082,SRP608715,PRJNA1303125,SRS26885955,SAMN50497046,Ss_099,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_100,yunnan83-157,15.73,45.3,8,PRJNA1303125 library_name=Ss_100,1,40211215,40211215,SRX30096574,SRR34977679,SRP608715,PRJNA1303125,SRS26161381,SAMN50497047,Ss_100,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_101,yunnan83-166,17.44,45.73,7.333333333,PRJNA1303125 library_name=Ss_101,1,41203087,41203087,SRX30883401,SRR35834081,SRP608715,PRJNA1303125,SRS26885956,SAMN50497048,Ss_101,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_102,fujian88-Ⅰ-3,16.52,22.63,16.66666667,PRJNA1303125 library_name=Ss_102,1,40211216,40211216,SRX30096575,SRR34977678,SRP608715,PRJNA1303125,SRS26161382,SAMN50497049,Ss_102,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_103,fujian79-Ⅱ-4,17.27,33.13,10.33333333,PRJNA1303125 library_name=Ss_103,1,41203089,41203089,SRX30883403,SRR35834079,SRP608715,PRJNA1303125,SRS26885957,SAMN50497050,Ss_103,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_104,fujian92-Ⅰ-11,16.03,21.37,12.66666667,PRJNA1303125 library_name=Ss_104,1,40211217,40211217,SRX30096576,SRR34977677,SRP608715,PRJNA1303125,SRS26161383,SAMN50497051,Ss_104,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_105,fujian92-Ⅰ-19,15.81,21.54,7.333333333,PRJNA1303125 library_name=Ss_105,1,41136197,41136197,SRX30825591,SRR35776234,SRP608715,PRJNA1303125,SRS26835415,SAMN50497052,Ss_105,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_106,sichuan79-Ⅰ-16,18.95,47.32,13.66666667,PRJNA1303125 library_name=Ss_106,1,40211218,40211218,SRX30096577,SRR34977676,SRP608715,PRJNA1303125,SRS26161384,SAMN50497053,Ss_106,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_107,sichuan79-Ⅰ-21,17.05,39.6,8.666666667,PRJNA1303125 library_name=Ss_107,1,41203090,41203090,SRX30883404,SRR35834078,SRP608715,PRJNA1303125,SRS26885959,SAMN50497054,Ss_107,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_108,sichuan79-Ⅱ-6,14.8,42.39,13.33333333,PRJNA1303125 library_name=Ss_108,1,41203091,41203091,SRX30883405,SRR35834077,SRP608715,PRJNA1303125,SRS26885960,SAMN50497055,Ss_108,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_109,sichuan88-18,18.14,48.02,12,PRJNA1303125 library_name=Ss_109,1,40211219,40211219,SRX30096578,SRR34977675,SRP608715,PRJNA1303125,SRS26161385,SAMN50497056,Ss_109,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_110,sichuan88-34,19.27,48.51,15,PRJNA1303125 library_name=Ss_110,1,41203092,41203092,SRX30883406,SRR35834076,SRP608715,PRJNA1303125,SRS26885961,SAMN50497057,Ss_110,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_111,sichuan88-48,17.78,40.17,9.333333333,PRJNA1303125 library_name=Ss_111,1,41136196,41136196,SRX30825590,SRR35776235,SRP608715,PRJNA1303125,SRS26835414,SAMN50497058,Ss_111,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_112,sichuan92-17,15.67,39.27,7,PRJNA1303125 library_name=Ss_112,1,41136195,41136195,SRX30825589,SRR35776236,SRP608715,PRJNA1303125,SRS26835413,SAMN50497059,Ss_112,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_113,sichuan92-28,16.77,44.08,23.66666667,PRJNA1303125 library_name=Ss_113,1,41203093,41203093,SRX30883407,SRR35834075,SRP608715,PRJNA1303125,SRS26885962,SAMN50497060,Ss_113,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_114,sichuan92-31,15.19,50.62,8.333333333,PRJNA1303125 library_name=Ss_114,1,41136193,41136193,SRX30825587,SRR35776238,SRP608715,PRJNA1303125,SRS26835411,SAMN50497061,Ss_114,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_115,sichuan92-46,15.61,59.03,11.33333333,PRJNA1303125 library_name=Ss_115,1,41002686,41002686,SRX30722301,SRR35670639,SRP608715,PRJNA1303125,SRS26739654,SAMN50497062,Ss_115,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_116,sichuan92-5,15.96,53.36,7.666666667,PRJNA1303125 library_name=Ss_116,1,41002687,41002687,SRX30722302,SRR35670638,SRP608715,PRJNA1303125,SRS26739653,SAMN50497063,Ss_116,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_117,sichuanfushun-5,17.44,45.9,13.66666667,PRJNA1303125 library_name=Ss_117,1,41002688,41002688,SRX30722303,SRR35670637,SRP608715,PRJNA1303125,SRS26739656,SAMN50497064,Ss_117,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_118,sichuanjianyang-8,18.05,43.16,21.66666667,PRJNA1303125 library_name=Ss_118,1,41002689,41002689,SRX30722304,SRR35670636,SRP608715,PRJNA1303125,SRS26739657,SAMN50497065,Ss_118,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_119,sichuanneijiang-36,18.49,42.73,9.333333333,PRJNA1303125 library_name=Ss_119,1,41002690,41002690,SRX30722305,SRR35670635,SRP608715,PRJNA1303125,SRS26739655,SAMN50497066,Ss_119,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_120,sichuanneijiang-4,19.36,42.65,7.666666667,PRJNA1303125 library_name=Ss_120,1,41002691,41002691,SRX30722306,SRR35670634,SRP608715,PRJNA1303125,SRS26739658,SAMN50497067,Ss_120,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_121,sichuanneijiangbadi,18.3,42.39,6.666666667,PRJNA1303125 library_name=Ss_121,1,41002693,41002693,SRX30722308,SRR35670632,SRP608715,PRJNA1303125,SRS26739660,SAMN50497068,Ss_121,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_122,sichuanzizhong-3,16.31,46.62,7.333333333,PRJNA1303125 library_name=Ss_122,1,41002694,41002694,SRX30722309,SRR35670631,SRP608715,PRJNA1303125,SRS26739661,SAMN50497069,Ss_122,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_123,sichuanzizhong-9,16.88,41.18,11,PRJNA1303125 library_name=Ss_123,1,41002695,41002695,SRX30722310,SRR35670630,SRP608715,PRJNA1303125,SRS26739662,SAMN50497070,Ss_123,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_124,yunnan75-Ⅰ-10,15.44,28.27,12.33333333,PRJNA1303125 library_name=Ss_124,1,41002696,41002696,SRX30722311,SRR35670629,SRP608715,PRJNA1303125,SRS26739663,SAMN50497071,Ss_124,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_125,yunnan75-Ⅱ-2,13.78,31.72,11,PRJNA1303125 library_name=Ss_125,1,41002697,41002697,SRX30722312,SRR35670628,SRP608715,PRJNA1303125,SRS26739664,SAMN50497072,Ss_125,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_126,yunnan82-24,11.77,32.57,15.33333333,PRJNA1303125 library_name=Ss_126,1,41002698,41002698,SRX30722313,SRR35670627,SRP608715,PRJNA1303125,SRS26739665,SAMN50497073,Ss_126,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_127,yunnan82-7,15.03,30.89,7.666666667,PRJNA1303125 library_name=Ss_127,1,41002699,41002699,SRX30722314,SRR35670626,SRP608715,PRJNA1303125,SRS26739666,SAMN50497074,Ss_127,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_128,yunnan82-70,13.49,37.21,11,PRJNA1303125 library_name=Ss_128,1,40211197,40211197,SRX30096556,SRR34977697,SRP608715,PRJNA1303125,SRS26161363,SAMN50497075,Ss_128,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_129,fujianhuian,14.57,22.12,8.666666667,PRJNA1303125 library_name=Ss_129,1,41002700,41002700,SRX30722315,SRR35670625,SRP608715,PRJNA1303125,SRS26739667,SAMN50497076,Ss_129,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_130,sichuan79-Ⅰ-20,14.11,41.24,13.33333333,PRJNA1303125 library_name=Ss_130,1,40211245,40211245,SRX30096604,SRR34977649,SRP608715,PRJNA1303125,SRS26161411,SAMN50497077,Ss_130,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_131,sichuan92-18,13.98,39.02,9.666666667,PRJNA1303125 library_name=Ss_131,1,41002701,41002701,SRX30722316,SRR35670624,SRP608715,PRJNA1303125,SRS26739668,SAMN50497078,Ss_131,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_132,sichuan92-30,15.11,47.78,12,PRJNA1303125 library_name=Ss_132,1,41002702,41002702,SRX30722317,SRR35670623,SRP608715,PRJNA1303125,SRS26739669,SAMN50497079,Ss_132,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_133,sichuan92-34,13.59,41.11,12.66666667,PRJNA1303125 library_name=Ss_133,1,40211256,40211256,SRX30096615,SRR34977638,SRP608715,PRJNA1303125,SRS26161422,SAMN50497080,Ss_133,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_134,sichuanneijiang-1,17.67,41.68,11.33333333,PRJNA1303125 library_name=Ss_134,1,41002704,41002704,SRX30722319,SRR35670621,SRP608715,PRJNA1303125,SRS26739670,SAMN50497081,Ss_134,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_135,sichuanneijiang-44,18.71,48.65,10.66666667,PRJNA1303125 library_name=Ss_135,1,40211221,40211221,SRX30096580,SRR34977673,SRP608715,PRJNA1303125,SRS26161387,SAMN50497082,Ss_135,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_136,guangxige-1,15.93333333,31.7944205,8.333333333,PRJNA1303125 library_name=Ss_136,1,41203094,41203094,SRX30883408,SRR35834074,SRP608715,PRJNA1303125,SRS26885963,SAMN50497083,Ss_136,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_137,fujian79-Ⅱ-18,13.97,32.87,19.33333333,PRJNA1303125 library_name=Ss_137,1,40211222,40211222,SRX30096581,SRR34977672,SRP608715,PRJNA1303125,SRS26161388,SAMN50497084,Ss_137,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_138,guangdong-55,18.93,28.34,12.66666667,PRJNA1303125 library_name=Ss_138,1,41203095,41203095,SRX30883409,SRR35834073,SRP608715,PRJNA1303125,SRS26885965,SAMN50497085,Ss_138,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_139,guangdong-71,17.29,41.82,13.33333333,PRJNA1303125 library_name=Ss_139,1,41203096,41203096,SRX30883410,SRR35834072,SRP608715,PRJNA1303125,SRS26885964,SAMN50497086,Ss_139,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_140,guangdong-75,15.78,41.61,11.66666667,PRJNA1303125 library_name=Ss_140,1,41203097,41203097,SRX30883411,SRR35834071,SRP608715,PRJNA1303125,SRS26885966,SAMN50497087,Ss_140,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_141,guizhou78-Ⅱ-04,15.23,52.22,7.333333333,PRJNA1303125 library_name=Ss_141,1,41260857,41260857,SRX30906177,SRR35856856,SRP608715,PRJNA1303125,SRS26905006,SAMN50497088,Ss_141,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_142,hainan92-41,16.58,42.42,10,PRJNA1303125 library_name=Ss_142,1,41260868,41260868,SRX30906188,SRR35856845,SRP608715,PRJNA1303125,SRS26905017,SAMN50497089,Ss_142,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_143,sichuan79-Ⅰ-6,12.81,38.31,10,PRJNA1303125 library_name=Ss_143,1,41136192,41136192,SRX30825586,SRR35776239,SRP608715,PRJNA1303125,SRS26835410,SAMN50497090,Ss_143,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_144,sichuan92-49,18.32,54.12,10.66666667,PRJNA1303125 library_name=Ss_144,1,41260869,41260869,SRX30906189,SRR35856844,SRP608715,PRJNA1303125,SRS26905019,SAMN50497091,Ss_144,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_145,yunnan75-Ⅰ-21,13.67,23.14,NA,PRJNA1303125 library_name=Ss_145,1,41260870,41260870,SRX30906190,SRR35856843,SRP608715,PRJNA1303125,SRS26905018,SAMN50497092,Ss_145,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_146,yunnan75-Ⅰ-4,15.12,52.96,10.33333333,PRJNA1303125 library_name=Ss_146,1,41260871,41260871,SRX30906191,SRR35856842,SRP608715,PRJNA1303125,SRS26905020,SAMN50497093,Ss_146,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_147,yunnan75-Ⅱ-27,16.66,40.43,13,PRJNA1303125 library_name=Ss_147,1,41260814,41260814,SRX30906134,SRR35856899,SRP608715,PRJNA1303125,SRS26904962,SAMN50497094,Ss_147,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_148,yunnan82-134,13.99,47.06,9.666666667,PRJNA1303125 library_name=Ss_148,1,41260815,41260815,SRX30906135,SRR35856898,SRP608715,PRJNA1303125,SRS26904963,SAMN50497095,Ss_148,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_149,yunnan82-77,11.68,21.76,13.33333333,PRJNA1303125 library_name=Ss_149,1,41260816,41260816,SRX30906136,SRR35856897,SRP608715,PRJNA1303125,SRS26904964,SAMN50497096,Ss_149,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_150,yunnan82-79,12.06,37.33,9.666666667,PRJNA1303125 library_name=Ss_150,1,41260817,41260817,SRX30906137,SRR35856896,SRP608715,PRJNA1303125,SRS26904966,SAMN50497097,Ss_150,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_151,yunnan83-167,16.2,40.62,10.66666667,PRJNA1303125 library_name=Ss_151,1,41136191,41136191,SRX30825585,SRR35776240,SRP608715,PRJNA1303125,SRS26835409,SAMN50497098,Ss_151,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_152,yunnan83-169,16.69,41.26,11.33333333,PRJNA1303125 library_name=Ss_152,1,41260818,41260818,SRX30906138,SRR35856895,SRP608715,PRJNA1303125,SRS26904967,SAMN50497099,Ss_152,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_153,yunnan83-171,16.39,45.15,7,PRJNA1303125 library_name=Ss_153,1,41260819,41260819,SRX30906139,SRR35856894,SRP608715,PRJNA1303125,SRS26904968,SAMN50497100,Ss_153,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_154,yunnan83-185,18.77,45.09,8.333333333,PRJNA1303125 library_name=Ss_154,1,41260820,41260820,SRX30906140,SRR35856893,SRP608715,PRJNA1303125,SRS26904969,SAMN50497101,Ss_154,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_155,yunnan-4,17.83,51.33,12.33333333,PRJNA1303125 library_name=Ss_155,1,41260821,41260821,SRX30906141,SRR35856892,SRP608715,PRJNA1303125,SRS26904971,SAMN50497102,Ss_155,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_156,yunnanzhedianbaihuacao,15.61,30.62,13.66666667,PRJNA1303125 library_name=Ss_156,1,41002705,41002705,SRX30722320,SRR35670620,SRP608715,PRJNA1303125,SRS26739673,SAMN50497103,Ss_156,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_157,fujian87-Ⅰ-10,11.93,29.21,NA,PRJNA1303125 library_name=Ss_157,1,41002706,41002706,SRX30722321,SRR35670619,SRP608715,PRJNA1303125,SRS26739672,SAMN50497104,Ss_157,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_158,fujian87-Ⅰ-11,11.99,20.54,17.66666667,PRJNA1303125 library_name=Ss_158,1,41002707,41002707,SRX30722322,SRR35670618,SRP608715,PRJNA1303125,SRS26739674,SAMN50497105,Ss_158,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_159,fujian89-Ⅰ-21,10.83,15.01,7.333333333,PRJNA1303125 library_name=Ss_159,1,41002708,41002708,SRX30722323,SRR35670617,SRP608715,PRJNA1303125,SRS26739675,SAMN50497106,Ss_159,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_160,guangdong-46,17.31,59.38,7.333333333,PRJNA1303125 library_name=Ss_160,1,41002709,41002709,SRX30722324,SRR35670616,SRP608715,PRJNA1303125,SRS26739676,SAMN50497107,Ss_160,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_161,sichuan79-Ⅰ-31,17.42,50.43,5.333333333,PRJNA1303125 library_name=Ss_161,1,41002710,41002710,SRX30722325,SRR35670615,SRP608715,PRJNA1303125,SRS26739678,SAMN50497108,Ss_161,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_162,sichuan92-33,12.42,31.19,11.66666667,PRJNA1303125 library_name=Ss_162,1,41002711,41002711,SRX30722326,SRR35670614,SRP608715,PRJNA1303125,SRS26739677,SAMN50497109,Ss_162,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_163,sichuan92-42,14.87,42.83,8,PRJNA1303125 library_name=Ss_163,1,41002712,41002712,SRX30722327,SRR35670613,SRP608715,PRJNA1303125,SRS26739679,SAMN50497110,Ss_163,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_164,sichuan92-7,19.66,64,10.66666667,PRJNA1303125 library_name=Ss_164,1,41002713,41002713,SRX30722328,SRR35670612,SRP608715,PRJNA1303125,SRS26739680,SAMN50497111,Ss_164,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_165,India-1,17.21,53.52,15,PRJNA1303125 library_name=Ss_165,1,41002715,41002715,SRX30722330,SRR35670610,SRP608715,PRJNA1303125,SRS26739681,SAMN50497112,Ss_165,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_166,hainan92-23,15.84667,40.20265,6.666666667,PRJNA1303125 library_name=Ss_166,1,41002716,41002716,SRX30722331,SRR35670609,SRP608715,PRJNA1303125,SRS26739682,SAMN50497113,Ss_166,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_167,hainan92-72,15.40667,35.20556,10,PRJNA1303125 library_name=Ss_167,1,41136190,41136190,SRX30825584,SRR35776241,SRP608715,PRJNA1303125,SRS26835408,SAMN50497114,Ss_167,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_168,guangdong-21,17.65,58.58,13,PRJNA1303125 library_name=Ss_168,1,41260822,41260822,SRX30906142,SRR35856891,SRP608715,PRJNA1303125,SRS26904970,SAMN50497115,Ss_168,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_169,guangdong-48,17.41,44.61,11.66666667,PRJNA1303125 library_name=Ss_169,1,41260823,41260823,SRX30906143,SRR35856890,SRP608715,PRJNA1303125,SRS26904972,SAMN50497116,Ss_169,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_170,guangdong-78,17.23,54.85,8.666666667,PRJNA1303125 library_name=Ss_170,1,41260825,41260825,SRX30906145,SRR35856888,SRP608715,PRJNA1303125,SRS26904974,SAMN50497117,Ss_170,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_171,hainan92-2,17.56,38.52,5.666666667,PRJNA1303125 library_name=Ss_171,1,41260826,41260826,SRX30906146,SRR35856887,SRP608715,PRJNA1303125,SRS26904975,SAMN50497118,Ss_171,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_172,hainanhaikou,11.69,24.94,15.66666667,PRJNA1303125 library_name=Ss_172,1,41136189,41136189,SRX30825583,SRR35776242,SRP608715,PRJNA1303125,SRS26835407,SAMN50497119,Ss_172,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_173,yunnan82-120,11.75,29.46,7,PRJNA1303125 library_name=Ss_173,1,41260827,41260827,SRX30906147,SRR35856886,SRP608715,PRJNA1303125,SRS26904976,SAMN50497120,Ss_173,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_174,yunnan82-83,10.7,32.03,9.666666667,PRJNA1303125 library_name=Ss_174,1,41260828,41260828,SRX30906148,SRR35856885,SRP608715,PRJNA1303125,SRS26904977,SAMN50497121,Ss_174,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_175,yunnan83-160,14.47,32.02,7,PRJNA1303125 library_name=Ss_175,1,41260829,41260829,SRX30906149,SRR35856884,SRP608715,PRJNA1303125,SRS26904978,SAMN50497122,Ss_175,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_176,yunnan83-181,21.07,56.17,8.666666667,PRJNA1303125 library_name=Ss_176,1,41260830,41260830,SRX30906150,SRR35856883,SRP608715,PRJNA1303125,SRS26904979,SAMN50497123,Ss_176,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_177,yunnan84-249,14.12,41.2,8.666666667,PRJNA1303125 library_name=Ss_177,1,41260831,41260831,SRX30906151,SRR35856882,SRP608715,PRJNA1303125,SRS26904980,SAMN50497124,Ss_177,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_178,guangdong-40,15.37,40.41,8,PRJNA1303125 library_name=Ss_178,1,41260832,41260832,SRX30906152,SRR35856881,SRP608715,PRJNA1303125,SRS26904981,SAMN50497125,Ss_178,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_179,guangdong-53,17.71,46.26,18.33333333,PRJNA1303125 library_name=Ss_179,1,41260833,41260833,SRX30906153,SRR35856880,SRP608715,PRJNA1303125,SRS26904982,SAMN50497126,Ss_179,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_180,hainan92-46,13.69,34.49,10,PRJNA1303125 library_name=Ss_180,1,41260834,41260834,SRX30906154,SRR35856879,SRP608715,PRJNA1303125,SRS26904983,SAMN50497127,Ss_180,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_181,sichuan79-Ⅰ-8,15.71,23.38,11.66666667,PRJNA1303125 library_name=Ss_181,1,41260836,41260836,SRX30906156,SRR35856877,SRP608715,PRJNA1303125,SRS26904985,SAMN50497128,Ss_181,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_182,sichuan79-Ⅱ-11,13.1,24.19,14.66666667,PRJNA1303125 library_name=Ss_182,1,41260837,41260837,SRX30906157,SRR35856876,SRP608715,PRJNA1303125,SRS26904986,SAMN50497129,Ss_182,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
